Date,SalesRep,Product,Units,Price,Total Sales,City,State,Region,Day
11/5/2013,Don  Gonzales,Nestle Rowntree Fruit Pastil,1,145,145,Mysore, Karnataka,South,Tuesday
11/5/2013,Drew  Rogers,Nestle Smarties Pop-Up,1,418,418,Delhi, Delhi,North,Tuesday
11/5/2013,Rachel  Gomez,Nestle Smarties Pop-Up,1,149,149,Delhi, Delhi,North,Tuesday
11/5/2013,Dan  Peterson,Nestle Milky Bar Stick,1,204,204,Shimla, Himachal Pradesh,North,Tuesday
11/5/2013,Della  Jensen,Nestle Fab,2,141,282,Patna, Bihar,East,Tuesday
11/5/2013,Paulette  Spencer,Nestle Kit Kat Cone,3,294,882,Hyderabad, Telangana,South,Tuesday
11/5/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,2,390,780,Delhi, Delhi,North,Tuesday
11/5/2013,Ernest  Davis,Nestle Toffee Crumble,2,128,256,Mumbai, Maharashtra,West,Tuesday
11/5/2013,Colleen  Warren,Nestle Smarties Pop-Up,2,463,926,Ahmedabad, Gujarat,West,Tuesday
11/5/2013,Drew  Rogers,Nestle Rowntree Screamers,3,434,1302,Delhi, Delhi,North,Tuesday
11/5/2013,Arturo  Francis,Nestle Smarties Pop-Up,3,327,981,Ranchi, Jharkhand,East,Tuesday
11/5/2013,Robert  Munoz,Nestle Rowntree Fruit Pastil,25,203,5075,Delhi, Delhi,North,Tuesday
11/5/2013,Isabel  Cross,Nestle Smarties Pop-Up,25,218,5450,Ranchi, Jharkhand,East,Tuesday
11/5/2013,Lula  Daniels,Nestle Toffee Crumble,3,216,648,Nainital, Uttarakhand,North,Tuesday
11/5/2013,Carla  Mccormick,Nestle Toffee Crumble,3,387,1161,Varanasi, Uttar Pradesh,North,Tuesday
11/5/2013,Austin  Reynolds,Nestle Toffee Crumble,2,186,372,Kolkata, West Bengal,East,Tuesday
11/5/2013,Donna  Reid,Nestle Fab,2,463,926,Goa, Goa,West,Tuesday
11/5/2013,Marian  Hill,Nestle Kit Kat Cone,1,489,489,Trivandrum, Kerala,South,Tuesday
11/5/2013,Sandra  Floyd,Nestle Milky Bar Stick,1,124,124,Nainital, Uttarakhand,North,Tuesday
11/5/2013,Bernadette  Page,Nestle Toffee Crumble,3,185,555,Delhi, Delhi,North,Tuesday
11/5/2013,Cassandra  Franklin,Nestle Milky Bar Stick,1,284,284,Delhi, Delhi,North,Tuesday
11/5/2013,Elaine  Ellis,Nestle Rowntree Fruit Pastil,2,359,718,Hyderabad, Telangana,South,Tuesday
11/5/2013,Mable  Lindsey,Nestle Toffee Crumble,2,456,912,Ahmedabad, Gujarat,West,Tuesday
11/5/2013,Drew  Rogers,Nestle Toffee Crumble,3,431,1293,Delhi, Delhi,North,Tuesday
11/5/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,297,891,Shimla, Himachal Pradesh,North,Tuesday
11/5/2013,Johanna  Boone,Nestle Aero Mint Potz,3,402,1206,Mysore, Karnataka,South,Tuesday
11/5/2013,Elbert  Klein,Nestle Milky Bar Stick,1,499,499,Cochin, Kerala,South,Tuesday
11/5/2013,Cindy  Becker,Nestle Fab,21,338,7098,Bangalore, Karnataka,South,Tuesday
11/5/2013,Andrew  Meyer,Nestle Rolo Potz,1,445,445,Mumbai, Maharashtra,West,Tuesday
11/5/2013,Max  Rodgers,Nestle Smarties Pop-Up,3,324,972,Nagpur, Maharashtra,West,Tuesday
11/5/2013,Trevor  Jones,Nestle Toffee Crumble,8,281,2248,Pune, Maharashtra,West,Tuesday
11/5/2013,Nellie  Joseph,Nestle Kit Kat Cone,2,426,852,Patna, Bihar,East,Tuesday
11/5/2013,Robert  Munoz,Nestle Maxibon Cookie,1,232,232,Delhi, Delhi,North,Tuesday
11/5/2013,Robert  Munoz,Nestle Milky Bar Stick,1,484,484,Delhi, Delhi,North,Tuesday
11/5/2013,Don  Gonzales,Nestle Rowntree Fruit Pastil,2,398,796,Mysore, Karnataka,South,Tuesday
11/5/2013,Kyle  Carr,Nestle Aero Mint Potz,3,263,789,Delhi, Delhi,North,Tuesday
11/5/2013,Peter  Hodges,Nestle Aero Mint Potz,4,114,456,Shimla, Himachal Pradesh,North,Tuesday
11/5/2013,Nellie  Joseph,Nestle Kit Kat Cone,3,304,912,Patna, Bihar,East,Tuesday
11/5/2013,Lynette  Brewer,Nestle Toffee Crumble,2,137,274,Varanasi, Uttar Pradesh,North,Tuesday
11/5/2013,Kyle  Carr,Nestle Fab,9,121,1089,Delhi, Delhi,North,Tuesday
11/5/2013,Robert  Munoz,Nestle Aero Mint Potz,5,191,955,Delhi, Delhi,North,Tuesday
11/5/2013,Allan  Ramos,Nestle Aero Mint Potz,2,138,276,Jodhpur, Rajasthan,North,Tuesday
11/5/2013,Cassandra  Franklin,Nestle Fab,3,243,729,Delhi, Delhi,North,Tuesday
11/5/2013,Trevor  Jones,Nestle Rowntree Fruit Pastil,2,194,388,Pune, Maharashtra,West,Tuesday
11/5/2013,Carla  Mccormick,Nestle Smarties Pop-Up,2,431,862,Varanasi, Uttar Pradesh,North,Tuesday
11/6/2013,Ivan  Adkins,Nestle Aero Mint Potz,2,440,880,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Salvador  Bass,Nestle Toffee Crumble,1,155,155,Goa, Goa,West,Wednesday
11/6/2013,Sonya  Mullins,Nestle Aero Mint Potz,3,142,426,Kolkata, West Bengal,East,Wednesday
11/6/2013,Felicia  Jennings,Nestle Nobbly Bobbly,1,344,344,Pune, Maharashtra,West,Wednesday
11/6/2013,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,3,259,777,Delhi, Delhi,North,Wednesday
11/6/2013,Mable  Lindsey,Nestle Aero Mint Potz,3,393,1179,Ahmedabad, Gujarat,West,Wednesday
11/6/2013,Eric  Rose,Nestle Nobbly Bobbly,3,287,861,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Elaine  Ellis,Nestle Rowntree Fruit Pastil,4,233,932,Hyderabad, Telangana,South,Wednesday
11/6/2013,Christina  Fuller,Nestle Rowntree Fruit Pastil,1,155,155,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Elaine  Ellis,Nestle Rowntree Fruit Pastil,2,210,420,Hyderabad, Telangana,South,Wednesday
11/6/2013,Della  Jensen,Nestle Toffee Crumble,2,323,646,Patna, Bihar,East,Wednesday
11/6/2013,Brooke  Horton,Nestle Smarties Pop-Up,1,356,356,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Max  Rodgers,Nestle Toffee Crumble,1,266,266,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Tracy  Reed,Nestle Smarties Pop-Up,2,476,952,Agra, Uttar Pradesh,North,Wednesday
11/6/2013,Nellie  Joseph,Nestle Maxibon Cookie,3,156,468,Patna, Bihar,East,Wednesday
11/6/2013,Isabel  Cross,Nestle Rowntree Fruit Pastil,3,283,849,Ranchi, Jharkhand,East,Wednesday
11/6/2013,Isabel  Cross,Nestle Smarties Pop-Up,2,483,966,Ranchi, Jharkhand,East,Wednesday
11/6/2013,Lance  Yates,Nestle Nobbly Bobbly,2,399,798,Srinagar, Jammu and Kashmir,North,Wednesday
11/6/2013,Andrew  Meyer,Nestle Aero Mint Potz,1,329,329,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,281,562,Ahmedabad, Gujarat,West,Wednesday
11/6/2013,Cindy  Becker,Nestle Smarties Pop-Up,1,102,102,Bangalore, Karnataka,South,Wednesday
11/6/2013,Patty  Thompson,Nestle Milky Bar Stick,2,232,464,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Bobbie  Ryan,Nestle Toffee Crumble,1,141,141,Darjeeling, West Bengal,East,Wednesday
11/6/2013,Iris  Underwood,Nestle Toffee Crumble,4,339,1356,Pune, Maharashtra,West,Wednesday
11/6/2013,Rachel  Gomez,Nestle Smarties Pop-Up,2,199,398,Delhi, Delhi,North,Wednesday
11/6/2013,Eddie  Green,Nestle Toffee Crumble,3,489,1467,Durgapur, West Bengal,East,Wednesday
11/6/2013,Marion  Glover,Nestle Maxibon Cookie,2,431,862,Durgapur, West Bengal,East,Wednesday
11/6/2013,Blake  Bridges,Nestle Milky Bar Stick,2,287,574,Cochin, Kerala,South,Wednesday
11/6/2013,Donna  Reid,Nestle Aero Mint Potz,3,282,846,Goa, Goa,West,Wednesday
11/6/2013,Lorraine  Gibson,Nestle Maxibon Cookie,1,256,256,Kolkata, West Bengal,East,Wednesday
11/6/2013,Ernest  Davis,Nestle Aero Mint Potz,2,114,228,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Tiffany  May,Nestle Fab,4,107,428,Agra, Uttar Pradesh,North,Wednesday
11/6/2013,Guillermo  Potter,Nestle Aero Mint Potz,3,157,471,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Ellen  Weaver,Nestle Maxibon Cookie,5,292,1460,Hyderabad, Telangana,South,Wednesday
11/6/2013,Lorraine  Gibson,Nestle Toffee Crumble,18,474,8532,Kolkata, West Bengal,East,Wednesday
11/6/2013,Brooke  Horton,Nestle Aero Mint Potz,2,198,396,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Robert  Munoz,Nestle Aero Mint Potz,3,451,1353,Delhi, Delhi,North,Wednesday
11/6/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,3,367,1101,Delhi, Delhi,North,Wednesday
11/6/2013,Andrew  Meyer,Nestle Rowntree Fruit Pastil,3,389,1167,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Ivan  Adkins,Nestle Aero Mint Potz,2,362,724,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Austin  Reynolds,Nestle Aero Mint Potz,1,342,342,Kolkata, West Bengal,East,Wednesday
11/6/2013,Cecilia  Manning,Nestle Smarties Pop-Up,3,408,1224,Trivandrum, Kerala,South,Wednesday
11/6/2013,Johanna  Boone,Nestle Rowntree Fruit Pastil,3,382,1146,Mysore, Karnataka,South,Wednesday
11/6/2013,Iris  Underwood,Nestle Fab,3,440,1320,Pune, Maharashtra,West,Wednesday
11/6/2013,Jenny  Garcia,Nestle Aero Mint Potz,3,473,1419,Shimla, Himachal Pradesh,North,Wednesday
11/6/2013,Beth  Tucker,Nestle Fab,3,182,546,Pune, Maharashtra,West,Wednesday
11/6/2013,Ben  Perez,Nestle Fab,1,344,344,Goa, Goa,West,Wednesday
11/6/2013,Willie  Vega,Nestle Smarties Pop-Up,2,404,808,Delhi, Delhi,North,Wednesday
11/6/2013,Brooke  Horton,Nestle Rowntree Fruit Pastil,1,207,207,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Pauline  Beck,Nestle Rowntree Screamers,3,280,840,Pune, Maharashtra,West,Wednesday
11/6/2013,Arturo  Francis,Nestle Smarties Pop-Up,2,432,864,Ranchi, Jharkhand,East,Wednesday
11/6/2013,Willie  Vega,Nestle Fab,3,304,912,Delhi, Delhi,North,Wednesday
11/6/2013,Jaime  Pearson,Nestle Kit Kat Cone,3,310,930,Jodhpur, Rajasthan,North,Wednesday
11/6/2013,Johanna  Boone,Nestle Rowntree Fruit Pastil,2,100,200,Mysore, Karnataka,South,Wednesday
11/6/2013,Austin  Reynolds,Nestle Smarties Pop-Up,2,233,466,Kolkata, West Bengal,East,Wednesday
11/6/2013,Rachel  Gomez,Nestle Rolo Potz,8,268,2144,Delhi, Delhi,North,Wednesday
11/6/2013,Eric  Rose,Nestle Milky Bar Stick,2,279,558,Mumbai, Maharashtra,West,Wednesday
11/6/2013,Bernadette  Page,Nestle Toffee Crumble,2,443,886,Delhi, Delhi,North,Wednesday
11/6/2013,Salvador  Bass,Nestle Rowntree Screamers,2,140,280,Goa, Goa,West,Wednesday
11/6/2013,Bobbie  Ryan,Nestle Kit Kat Cone,2,388,776,Darjeeling, West Bengal,East,Wednesday
11/6/2013,Elaine  Ellis,Nestle Fab,3,357,1071,Hyderabad, Telangana,South,Wednesday
11/6/2013,Blake  Bridges,Nestle Fab,3,239,717,Cochin, Kerala,South,Wednesday
11/6/2013,Cassandra  Franklin,Nestle Milky Bar Stick,3,425,1275,Delhi, Delhi,North,Wednesday
11/6/2013,Elaine  Ellis,Nestle Smarties Pop-Up,3,336,1008,Hyderabad, Telangana,South,Wednesday
11/6/2013,Max  Rodgers,Nestle Aero Mint Potz,3,165,495,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Bernadette  Page,Nestle Rolo Potz,1,107,107,Delhi, Delhi,North,Wednesday
11/6/2013,Max  Rodgers,Nestle Rowntree Screamers,3,207,621,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Rachel  Gomez,Nestle Toffee Crumble,1,365,365,Delhi, Delhi,North,Wednesday
11/6/2013,Billie  Chandler,Nestle Smarties Pop-Up,3,316,948,Surat, Gujarat,West,Wednesday
11/6/2013,Max  Rodgers,Nestle Milky Bar Stick,3,145,435,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Guillermo  Potter,Nestle Toffee Crumble,3,446,1338,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Sandra  Floyd,Nestle Milky Bar Stick,3,308,924,Nainital, Uttarakhand,North,Wednesday
11/6/2013,Billie  Chandler,Nestle Milky Bar Stick,3,146,438,Surat, Gujarat,West,Wednesday
11/6/2013,Shari  Silva,Nestle Nobbly Bobbly,3,386,1158,Mysore, Karnataka,South,Wednesday
11/6/2013,Bobbie  Ryan,Nestle Rolo Potz,1,149,149,Darjeeling, West Bengal,East,Wednesday
11/6/2013,Max  Rodgers,Nestle Aero Mint Potz,3,126,378,Nagpur, Maharashtra,West,Wednesday
11/6/2013,Paulette  Spencer,Nestle Nobbly Bobbly,2,454,908,Hyderabad, Telangana,South,Wednesday
11/7/2013,Mable  Lindsey,Nestle Maxibon Cookie,3,432,1296,Ahmedabad, Gujarat,West,Thursday
11/7/2013,Robert  Munoz,Nestle Maxibon Cookie,10,151,1510,Delhi, Delhi,North,Thursday
11/7/2013,Della  Jensen,Nestle Fab,1,459,459,Patna, Bihar,East,Thursday
11/7/2013,Brooke  Horton,Nestle Toffee Crumble,1,105,105,Nainital, Uttarakhand,North,Thursday
11/7/2013,Jaime  Pearson,Nestle Aero Mint Potz,1,186,186,Jodhpur, Rajasthan,North,Thursday
11/7/2013,Edwin  Malone,Nestle Kit Kat Cone,3,371,1113,Kolkata, West Bengal,East,Thursday
11/7/2013,Bethany  Pena,Nestle Rolo Potz,3,430,1290,Nagpur, Maharashtra,West,Thursday
11/7/2013,Guillermo  Potter,Nestle Kit Kat Cone,2,468,936,Nainital, Uttarakhand,North,Thursday
11/7/2013,Ernest  Davis,Nestle Milky Bar Stick,3,384,1152,Mumbai, Maharashtra,West,Thursday
11/7/2013,Dan  Peterson,Nestle Nobbly Bobbly,1,351,351,Shimla, Himachal Pradesh,North,Thursday
11/7/2013,Max  Rodgers,Nestle Aero Mint Potz,3,474,1422,Nagpur, Maharashtra,West,Thursday
11/7/2013,Rachel  Gomez,Nestle Smarties Pop-Up,1,312,312,Delhi, Delhi,North,Thursday
11/7/2013,Patty  Thompson,Nestle Rowntree Fruit Pastil,1,381,381,Mumbai, Maharashtra,West,Thursday
11/7/2013,Brooke  Horton,Nestle Rolo Potz,3,111,333,Nainital, Uttarakhand,North,Thursday
11/7/2013,Della  Jensen,Nestle Aero Mint Potz,4,127,508,Patna, Bihar,East,Thursday
11/7/2013,Della  Jensen,Nestle Rowntree Fruit Pastil,3,371,1113,Patna, Bihar,East,Thursday
11/7/2013,Andrew  Meyer,Nestle Aero Mint Potz,2,257,514,Mumbai, Maharashtra,West,Thursday
11/7/2013,Sonya  Mullins,Nestle Rowntree Fruit Pastil,1,439,439,Kolkata, West Bengal,East,Thursday
11/7/2013,Brooke  Horton,Nestle Aero Mint Potz,3,116,348,Nainital, Uttarakhand,North,Thursday
11/7/2013,Lance  Yates,Nestle Smarties Pop-Up,1,230,230,Srinagar, Jammu and Kashmir,North,Thursday
11/7/2013,Salvador  Bass,Nestle Rowntree Fruit Pastil,3,427,1281,Goa, Goa,West,Thursday
11/7/2013,Isabel  Cross,Nestle Aero Mint Potz,1,217,217,Ranchi, Jharkhand,East,Thursday
11/7/2013,Christina  Fuller,Nestle Fab,3,216,648,Nagpur, Maharashtra,West,Thursday
11/7/2013,Billie  Chandler,Nestle Smarties Pop-Up,3,241,723,Surat, Gujarat,West,Thursday
11/7/2013,Herman  Williams,Nestle Milky Bar Stick,3,126,378,Darjeeling, West Bengal,East,Thursday
11/7/2013,Brooke  Horton,Nestle Milky Bar Stick,1,197,197,Nainital, Uttarakhand,North,Thursday
11/7/2013,Christina  Fuller,Nestle Fab,14,488,6832,Nagpur, Maharashtra,West,Thursday
11/7/2013,Kyle  Carr,Nestle Kit Kat Cone,4,308,1232,Delhi, Delhi,North,Thursday
11/7/2013,Della  Jensen,Nestle Milky Bar Stick,2,310,620,Patna, Bihar,East,Thursday
11/7/2013,Iris  Underwood,Nestle Maxibon Cookie,1,350,350,Pune, Maharashtra,West,Thursday
11/7/2013,Ivan  Adkins,Nestle Fab,2,179,358,Mumbai, Maharashtra,West,Thursday
11/7/2013,Della  Jensen,Nestle Aero Mint Potz,1,151,151,Patna, Bihar,East,Thursday
11/7/2013,Eddie  Green,Nestle Smarties Pop-Up,1,241,241,Durgapur, West Bengal,East,Thursday
11/7/2013,Drew  Rogers,Nestle Toffee Crumble,3,428,1284,Delhi, Delhi,North,Thursday
11/7/2013,Lynette  Brewer,Nestle Rowntree Fruit Pastil,1,359,359,Varanasi, Uttar Pradesh,North,Thursday
11/7/2013,Willie  Vega,Nestle Smarties Pop-Up,3,249,747,Delhi, Delhi,North,Thursday
11/7/2013,Cassandra  Franklin,Nestle Kit Kat Cone,21,338,7098,Delhi, Delhi,North,Thursday
11/7/2013,Jenny  Garcia,Nestle Milky Bar Stick,2,490,980,Shimla, Himachal Pradesh,North,Thursday
11/7/2013,Ivan  Adkins,Nestle Rolo Potz,1,255,255,Mumbai, Maharashtra,West,Thursday
11/7/2013,Marion  Glover,Nestle Toffee Crumble,2,106,212,Durgapur, West Bengal,East,Thursday
11/7/2013,Max  Rodgers,Nestle Smarties Pop-Up,1,321,321,Nagpur, Maharashtra,West,Thursday
11/7/2013,Christy  Olson,Nestle Rolo Potz,2,228,456,Surat, Gujarat,West,Thursday
11/7/2013,Eric  Rose,Nestle Smarties Pop-Up,3,179,537,Mumbai, Maharashtra,West,Thursday
11/7/2013,Eric  Rose,Nestle Maxibon Cookie,3,386,1158,Mumbai, Maharashtra,West,Thursday
11/7/2013,Salvador  Bass,Nestle Rowntree Fruit Pastil,3,258,774,Goa, Goa,West,Thursday
11/7/2013,Cindy  Becker,Nestle Fab,2,147,294,Bangalore, Karnataka,South,Thursday
11/7/2013,Cassandra  Franklin,Nestle Fab,2,100,200,Delhi, Delhi,North,Thursday
11/7/2013,Austin  Reynolds,Nestle Fab,3,192,576,Kolkata, West Bengal,East,Thursday
11/7/2013,Jaime  Pearson,Nestle Milky Bar Stick,2,325,650,Jodhpur, Rajasthan,North,Thursday
11/7/2013,Peter  Hodges,Nestle Milky Bar Stick,23,402,9246,Shimla, Himachal Pradesh,North,Thursday
11/7/2013,Ivan  Adkins,Nestle Fab,3,402,1206,Mumbai, Maharashtra,West,Thursday
11/7/2013,Felicia  Jennings,Nestle Kit Kat Cone,1,351,351,Pune, Maharashtra,West,Thursday
11/7/2013,Nellie  Joseph,Nestle Aero Mint Potz,1,274,274,Patna, Bihar,East,Thursday
11/7/2013,Christy  Olson,Nestle Aero Mint Potz,25,268,6700,Surat, Gujarat,West,Thursday
11/7/2013,Mable  Lindsey,Nestle Toffee Crumble,3,325,975,Ahmedabad, Gujarat,West,Thursday
11/7/2013,Fernando  Rowe,Nestle Aero Mint Potz,1,117,117,Ahmedabad, Gujarat,West,Thursday
11/7/2013,Robert  Munoz,Nestle Rowntree Fruit Pastil,13,203,2639,Delhi, Delhi,North,Thursday
11/7/2013,Drew  Rogers,Nestle Smarties Pop-Up,3,135,405,Delhi, Delhi,North,Thursday
11/7/2013,Isabel  Cross,Nestle Smarties Pop-Up,2,246,492,Ranchi, Jharkhand,East,Thursday
11/7/2013,Lee  Mack,Nestle Aero Mint Potz,24,388,9312,Delhi, Delhi,North,Thursday
11/7/2013,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,171,342,Delhi, Delhi,North,Thursday
11/8/2013,Blake  Bridges,Nestle Maxibon Cookie,3,203,609,Cochin, Kerala,South,Friday
11/8/2013,Lynette  Brewer,Nestle Fab,1,213,213,Varanasi, Uttar Pradesh,North,Friday
11/8/2013,Bethany  Pena,Nestle Toffee Crumble,3,131,393,Nagpur, Maharashtra,West,Friday
11/8/2013,Cindy  Becker,Nestle Smarties Pop-Up,1,261,261,Bangalore, Karnataka,South,Friday
11/8/2013,Edwin  Malone,Nestle Aero Mint Potz,2,324,648,Kolkata, West Bengal,East,Friday
11/8/2013,Sylvester  Morales,Nestle Nobbly Bobbly,2,229,458,Mumbai, Maharashtra,West,Friday
11/8/2013,Donna  Reid,Nestle Rowntree Fruit Pastil,2,302,604,Goa, Goa,West,Friday
11/8/2013,Max  Rodgers,Nestle Milky Bar Stick,2,340,680,Nagpur, Maharashtra,West,Friday
11/8/2013,Dan  Peterson,Nestle Rolo Potz,1,291,291,Shimla, Himachal Pradesh,North,Friday
11/8/2013,Fernando  Rowe,Nestle Fab,3,398,1194,Ahmedabad, Gujarat,West,Friday
11/8/2013,Cecilia  Manning,Nestle Rowntree Screamers,2,490,980,Trivandrum, Kerala,South,Friday
11/8/2013,Max  Rodgers,Nestle Toffee Crumble,3,268,804,Nagpur, Maharashtra,West,Friday
11/8/2013,Christina  Fuller,Nestle Kit Kat Cone,3,358,1074,Nagpur, Maharashtra,West,Friday
11/8/2013,Sandra  Floyd,Nestle Fab,2,173,346,Nainital, Uttarakhand,North,Friday
11/8/2013,Charlie  Wood,Nestle Fab,1,201,201,Agra, Uttar Pradesh,North,Friday
11/8/2013,Shari  Silva,Nestle Toffee Crumble,2,259,518,Mysore, Karnataka,South,Friday
11/8/2013,Christy  Olson,Nestle Kit Kat Cone,2,196,392,Surat, Gujarat,West,Friday
11/8/2013,Patty  Thompson,Nestle Aero Mint Potz,1,146,146,Mumbai, Maharashtra,West,Friday
11/8/2013,Mable  Lindsey,Nestle Rolo Potz,3,310,930,Ahmedabad, Gujarat,West,Friday
11/8/2013,Ruben  Nunez,Nestle Aero Mint Potz,3,390,1170,Ahmedabad, Gujarat,West,Friday
11/8/2013,Herman  Williams,Nestle Smarties Pop-Up,3,446,1338,Darjeeling, West Bengal,East,Friday
11/8/2013,Cindy  Becker,Nestle Smarties Pop-Up,2,238,476,Bangalore, Karnataka,South,Friday
11/8/2013,Robert  Munoz,Nestle Maxibon Cookie,1,301,301,Delhi, Delhi,North,Friday
11/8/2013,Carla  Mccormick,Nestle Smarties Pop-Up,3,129,387,Varanasi, Uttar Pradesh,North,Friday
11/8/2013,Della  Jensen,Nestle Smarties Pop-Up,3,293,879,Patna, Bihar,East,Friday
11/8/2013,Mable  Lindsey,Nestle Kit Kat Cone,1,105,105,Ahmedabad, Gujarat,West,Friday
11/8/2013,Salvador  Bass,Nestle Rowntree Screamers,2,114,228,Goa, Goa,West,Friday
11/8/2013,Patty  Thompson,Nestle Aero Mint Potz,2,445,890,Mumbai, Maharashtra,West,Friday
11/8/2013,Max  Rodgers,Nestle Toffee Crumble,3,270,810,Nagpur, Maharashtra,West,Friday
11/8/2013,Peter  Hodges,Nestle Rolo Potz,1,184,184,Shimla, Himachal Pradesh,North,Friday
11/8/2013,Iris  Underwood,Nestle Toffee Crumble,3,240,720,Pune, Maharashtra,West,Friday
11/8/2013,Don  Gonzales,Nestle Milky Bar Stick,2,146,292,Mysore, Karnataka,South,Friday
11/8/2013,Elbert  Klein,Nestle Aero Mint Potz,2,284,568,Cochin, Kerala,South,Friday
11/8/2013,Iris  Underwood,Nestle Fab,3,428,1284,Pune, Maharashtra,West,Friday
11/8/2013,Cecilia  Manning,Nestle Rolo Potz,4,471,1884,Trivandrum, Kerala,South,Friday
11/8/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,3,254,762,Delhi, Delhi,North,Friday
11/8/2013,Woodrow  Colon,Nestle Toffee Crumble,2,349,698,Cochin, Kerala,South,Friday
11/8/2013,Jenny  Garcia,Nestle Aero Mint Potz,1,266,266,Shimla, Himachal Pradesh,North,Friday
11/8/2013,Isabel  Cross,Nestle Smarties Pop-Up,2,161,322,Ranchi, Jharkhand,East,Friday
11/8/2013,Colleen  Warren,Nestle Rolo Potz,17,108,1836,Ahmedabad, Gujarat,West,Friday
11/8/2013,Marian  Hill,Nestle Aero Mint Potz,3,442,1326,Trivandrum, Kerala,South,Friday
11/8/2013,Robert  Munoz,Nestle Rolo Potz,2,148,296,Delhi, Delhi,North,Friday
11/8/2013,Brooke  Horton,Nestle Smarties Pop-Up,2,377,754,Nainital, Uttarakhand,North,Friday
11/8/2013,Johanna  Boone,Nestle Smarties Pop-Up,13,359,4667,Mysore, Karnataka,South,Friday
11/8/2013,Brooke  Horton,Nestle Toffee Crumble,3,332,996,Nainital, Uttarakhand,North,Friday
11/8/2013,Cecilia  Manning,Nestle Kit Kat Cone,2,159,318,Trivandrum, Kerala,South,Friday
11/8/2013,Nellie  Joseph,Nestle Fab,2,341,682,Patna, Bihar,East,Friday
11/8/2013,Blake  Bridges,Nestle Aero Mint Potz,2,380,760,Cochin, Kerala,South,Friday
11/8/2013,Mable  Lindsey,Nestle Smarties Pop-Up,9,220,1980,Ahmedabad, Gujarat,West,Friday
11/8/2013,Willie  Vega,Nestle Rowntree Fruit Pastil,2,168,336,Delhi, Delhi,North,Friday
11/8/2013,Paulette  Spencer,Nestle Fab,2,319,638,Hyderabad, Telangana,South,Friday
11/8/2013,Allan  Ramos,Nestle Fab,2,104,208,Jodhpur, Rajasthan,North,Friday
11/8/2013,Don  Gonzales,Nestle Fab,3,302,906,Mysore, Karnataka,South,Friday
11/8/2013,Woodrow  Colon,Nestle Fab,3,215,645,Cochin, Kerala,South,Friday
11/8/2013,Kyle  Carr,Nestle Fab,1,212,212,Delhi, Delhi,North,Friday
11/8/2013,Tiffany  May,Nestle Smarties Pop-Up,1,407,407,Agra, Uttar Pradesh,North,Friday
11/9/2013,Andrew  Meyer,Nestle Smarties Pop-Up,2,265,530,Mumbai, Maharashtra,West,Saturday
11/9/2013,Brooke  Horton,Nestle Toffee Crumble,2,428,856,Nainital, Uttarakhand,North,Saturday
11/9/2013,Cassandra  Franklin,Nestle Milky Bar Stick,1,225,225,Delhi, Delhi,North,Saturday
11/9/2013,Patty  Thompson,Nestle Aero Mint Potz,7,417,2919,Mumbai, Maharashtra,West,Saturday
11/9/2013,Jaime  Pearson,Nestle Toffee Crumble,3,367,1101,Jodhpur, Rajasthan,North,Saturday
11/9/2013,Arturo  Francis,Nestle Fab,1,296,296,Ranchi, Jharkhand,East,Saturday
11/9/2013,Jenny  Garcia,Nestle Rolo Potz,3,262,786,Shimla, Himachal Pradesh,North,Saturday
11/9/2013,Drew  Rogers,Nestle Aero Mint Potz,1,468,468,Delhi, Delhi,North,Saturday
11/9/2013,Cindy  Becker,Nestle Toffee Crumble,16,165,2640,Bangalore, Karnataka,South,Saturday
11/9/2013,Lance  Yates,Nestle Toffee Crumble,2,209,418,Srinagar, Jammu and Kashmir,North,Saturday
11/9/2013,Paulette  Spencer,Nestle Fab,3,131,393,Hyderabad, Telangana,South,Saturday
11/9/2013,Kyle  Carr,Nestle Maxibon Cookie,3,335,1005,Delhi, Delhi,North,Saturday
11/9/2013,Rachel  Gomez,Nestle Fab,1,101,101,Delhi, Delhi,North,Saturday
